,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Hitzestau,Hitzestau,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Landkreises Ludwigslust-Parchim,Landkreises Ludwigslust-Parchim,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Heidenau,Heidenau,LOC,0.00000000,0.00000000,de,1.00000000,4278571-6,2907887,P,50.97221000,13.86741000,EUROPE,Germany,WCE
Arbeitsplatz,Arbeitsplatz,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Klopapier,Klopapier,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Gießen,Gießen,LOC,-1.00000000,0.00000000,de,1.00000000,4020989-1,2920512,P,50.58727000,8.67554000,EUROPE,Germany,WCE
Nachbarstädte,Nachbarstädte,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Garten,Garten,LOC,-1.00000000,0.00000000,de,1.00000000,,7535595,S,52.50717000,13.33189000,EUROPE,Germany,WCE
Terrasse,Terrasse,LOC,-1.00000000,0.00000000,de,1.00000000,,1546478,T,-38.72657000,77.51114000,SOUTHERN,French Southern Territories,SOO
Rasens,Rasens,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Egg,Egg,LOC,1.00000000,0.00000000,de,1.00000000,,6632600,T,-63.67361000,-57.70753000,POLAR,Antarctica,WAN
Dornbirn,Dornbirn,LOC,1.00000000,0.00000000,de,1.00000000,4012792-8,2780741,P,47.41427000,9.74195000,EUROPE,Austria,WCE
Spiegeleier,Spiegeleier,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Nordsachsens,Nordsachsens,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sterbefallzahlen,Sterbefallzahlen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hessens,Hessens,LOC,-1.00000000,0.00000000,de,1.00000000,,13521977,S,53.51562000,8.07473000,EUROPE,Germany,NEU
Statistische Bundesamt,Statistische Bundesamt,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sant Jaume,Sant Jaume,LOC,0.50000000,0.50000000,de,1.00000000,,3110574,P,42.21667000,2.61667000,EUROPE-AFRICA,Spain,MED
Ibiza…,Ibiza…,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Region Hannover,Region Hannover,LOC,0.70000000,0.00000000,de,1.00000000,4023349-2,2910831,P,52.37052000,9.73322000,EUROPE,Germany,WCE
Celler,Celler,LOC,0.70000000,0.00000000,de,1.00000000,,10942017,V,42.38793000,3.00127000,EUROPE-AFRICA,Spain,MED
St. Remigius-Krankenhaus,St. Remigius-Krankenhaus,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Feuers,Feuers,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
schaut,schaut,LOC,0.00000000,0.00000000,de,1.00000000,,5009078,H,45.31196000,-83.56137000,NORTH-AMERICA,United States,ENA
hessen,hessen,LOC,0.00000000,0.00000000,de,1.00000000,4024729-6,2905330,A,50.55000000,9.00000000,EUROPE,Germany,WCE
Flutkatastrophe an der Ahr,Flutkatastrophe an der Ahr,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Berg…,Berg…,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Starnberger See,Starnberger See,LOC,0.00000000,0.00000000,de,1.00000000,4056971-8,2829454,H,47.90348000,11.31187000,EUROPE,Germany,WCE
Kreis Offenbach,Kreis Offenbach,LOC,-0.85000000,0.00000000,de,1.00000000,4043360-2,2857806,P,50.69878000,8.41548000,EUROPE,Germany,WCE
Mödling,Mödling,LOC,0.00000000,0.00000000,de,1.00000000,4039880-8,2771335,P,48.08605000,16.28921000,EUROPE,Austria,WCE
Therm…,Therm…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Eiffelturm,Eiffelturm,LOC,0.00000000,0.00000000,de,1.00000000,,6254976,S,48.85832000,2.29452000,EUROPE,France,WCE
Strecke am Sonntag,Strecke am Sonntag,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Rentner,Rentner,LOC,-0.85000000,0.00000000,de,1.00000000,,0,,,,,,
A5,A5,LOC,1.00000000,0.00000000,de,1.00000000,,7628300,A,56.80639000,21.22389000,EUROPE,Latvia,NEU
Autobahn 5,Autobahn 5,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Verwaltungsgericht Gießen,Verwaltungsgericht Gießen,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Waldbrände bei Bordeaux,Waldbrände bei Bordeaux,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Einsatzkräfte,Einsatzkräfte,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
San Cristóbal,San Cristóbal,LOC,0.00000000,1.00000000,de,1.00000000,4116320-5,3621849,P,9.93388000,-84.08489000,CENTRAL-AMERICA,Costa Rica,SCA
Ostküste Ibizas,Ostküste Ibizas,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
CERN,CERN,LOC,-0.15000000,0.00000000,de,1.00000000,,2661235,S,46.23333000,6.05000000,EUROPE,Switzerland,WCE
Chancen,Chancen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Landes Temperaturen,Landes Temperaturen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Südthüringens,Südthüringens,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Goldküste am Zürichsee,Goldküste am Zürichsee,LOC,0.90000000,0.00000000,de,1.00000000,,0,,,,,,
Todesfällen,Todesfällen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Mitverschulden,Mitverschulden,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Festivalsaison,Festivalsaison,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Tempera…,Tempera…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Brandgefahr,Brandgefahr,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Mangelware,Mangelware,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Feldbrände,Feldbrände,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Ausfälle,Ausfälle,LOC,-0.85000000,0.00000000,de,1.00000000,,0,,,,,,
Sahara-Glut,Sahara-Glut,LOC,-0.50000000,0.50000000,de,1.00000000,,0,,,,,,
Tortur,Tortur,LOC,0.00000000,0.00000000,de,1.00000000,,12212653,S,49.11141000,9.73918000,EUROPE,Germany,WCE
Goldküste am Züri…,Goldküste am Züri…,LOC,0.85000000,0.00000000,de,1.00000000,,0,,,,,,
Kühlregal,Kühlregal,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Halle (Saale,Halle (Saale,LOC,0.00000000,0.00000000,de,1.00000000,4023027-2,2911522,P,51.48158000,11.97947000,EUROPE,Germany,WCE
Saale,Saale,LOC,0.70000000,0.00000000,de,1.00000000,4051087-6,2842688,P,50.64826000,11.36536000,EUROPE,Germany,WCE
Landkreis Potsdam-Mittelmark glei…,Landkreis Potsdam-Mittelmark glei…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Ballungszentren,Ballungszentren,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Beregnen,Beregnen,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bademänteln,Bademänteln,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hausgelsen,Hausgelsen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Provinz Limburg,Provinz Limburg,LOC,0.00000000,0.00000000,de,1.00000000,4036784-8,2751283,P,50.84833000,5.68889000,EUROPE,The Netherlands,WCE
Milchproduktion,Milchproduktion,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hoh…,Hoh…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Naturschutzbunds,Naturschutzbunds,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hummelsbüttel,Hummelsbüttel,LOC,1.00000000,0.00000000,de,1.00000000,4131639-3,2897674,P,53.64773000,10.04149000,EUROPE,Germany,NEU
Taradeau,Taradeau,LOC,0.00000000,1.00000000,de,1.00000000,4497006-7,2973396,P,43.45444000,6.42729000,EUROPE-AFRICA,France,MED
Kulturspartipps,Kulturspartipps,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Parkbänken,Parkbänken,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Ostirlands,Ostirlands,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Dublin,Dublin,LOC,0.00000000,0.00000000,de,1.00000000,4013170-1,2964574,P,53.33306000,-6.24889000,EUROPE,Ireland,NEU
Inneren Mallorcas,Inneren Mallorcas,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Wasserverbrauch,Wasserverbrauch,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Larvenstadien,Larvenstadien,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Teufels,Teufels,LOC,0.00000000,0.00000000,de,1.00000000,,2730792,T,79.78333000,10.80000000,ARCTIC,Svalbard and Jan Mayen,ARO
Provinz Ontario,Provinz Ontario,LOC,0.00000000,0.00000000,de,1.00000000,,3545525,L,22.91667000,-81.31667000,CENTRAL-AMERICA,Cuba,CAR
Erklärungsnot,Erklärungsnot,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
deutl…,deutl…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Wassernotstandskomitees,Wassernotstandskomitees,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
essen,essen,LOC,0.00000000,0.00000000,de,1.00000000,4015557-2,2928810,P,51.45657000,7.01228000,EUROPE,Germany,WCE
Normalwert,Normalwert,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
E-Autos,E-Autos,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hitzephasen,Hitzephasen,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Lewandowski-Müller-Duell,Lewandowski-Müller-Duell,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Romance-Lesetipps,Romance-Lesetipps,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
TTS-Player überspringenArtikel,TTS-Player überspringenArtikel,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Fahimi,Fahimi,LOC,0.00000000,0.00000000,de,1.00000000,,8608529,S,33.68751000,52.04291000,ASIA,Iran,WCA
Quartal,Quartal,LOC,0.00000000,0.00000000,de,1.00000000,,3452170,P,-19.27361000,-45.55722000,SOUTH-AMERICA,Brazil,NES
Brüsseler Behörde,Brüsseler Behörde,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Gewitterwolken,Gewitterwolken,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Nordbrücke,Nordbrücke,LOC,0.00000000,0.00000000,de,1.00000000,,3333501,S,48.25514000,16.38070000,EUROPE,Austria,WCE
Ontario,Ontario,LOC,1.00000000,0.00000000,de,1.00000000,4122012-2,6094817,P,45.41117000,-75.69812000,NORTH-AMERICA,Canada,ENA
Drahteseln,Drahteseln,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hitzeperiode,Hitzeperiode,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
chars,chars,LOC,0.70000000,0.00000000,de,1.00000000,,3026474,P,49.16032000,1.93669000,EUROPE,France,WCE
Pegel Strombrücke,Pegel Strombrücke,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Schweizer Alpen,Schweizer Alpen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Miesmuscheln,Miesmuscheln,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kanton Wallis,Kanton Wallis,LOC,0.00000000,0.00000000,de,1.00000000,4064466-2,2658205,A,46.22925000,7.45972000,EUROPE,Switzerland,WCE
Hansestadt Hamburg,Hansestadt Hamburg,LOC,0.00000000,0.00000000,de,1.00000000,4239189-1,2911298,P,53.55073000,9.99302000,EUROPE,Germany,NEU
Geräusch knackender Äste,Geräusch knackender Äste,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
zwis…,zwis…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Dresdner,Dresdner,LOC,0.00000000,0.00000000,de,1.00000000,,2780675,S,47.00000000,11.13333000,EUROPE,Austria,WCE
Ibizas,Ibizas,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Sommernächten,Sommernächten,LOC,-0.50000000,0.00000000,de,1.00000000,,0,,,,,,
Bedrängnis,Bedrängnis,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Böen,Böen,LOC,0.00000000,1.00000000,de,1.00000000,,3160910,P,59.75000000,8.78333000,EUROPE,Norway,NEU
Oslo,Oslo,LOC,-1.00000000,0.00000000,de,1.00000000,1013733-6,3143244,P,59.91273000,10.74609000,EUROPE,Norway,NEU
Kremsmünster,Kremsmünster,LOC,0.00000000,0.00000000,de,1.00000000,4033044-8,2773538,P,48.05290000,14.12919000,EUROPE,Austria,WCE
Ried im Innkreis,Ried im Innkreis,LOC,0.00000000,0.00000000,de,1.00000000,4104043-0,2767471,P,48.21123000,13.48855000,EUROPE,Austria,WCE
weiterlesenNoch,weiterlesenNoch,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hitzelabor Schweiz,Hitzelabor Schweiz,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hohe Temperaturen f,Hohe Temperaturen f,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Saumos,Saumos,LOC,0.00000000,0.00000000,de,1.00000000,,2975759,P,44.91964000,-0.98947000,EUROPE-AFRICA,France,MED
Le Po…,Le Po…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Altersheim,Altersheim,LOC,0.70000000,0.00000000,de,1.00000000,,10396360,S,47.47365000,9.06043000,EUROPE,Switzerland,WCE
heisser,heisser,LOC,0.70000000,0.00000000,de,1.00000000,,7159700,L,40.69861000,-73.91806000,NORTH-AMERICA,United States,ENA
Landkreis Aschaffenburg Bußgelder,Landkreis Aschaffenburg Bußgelder,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Burgenland Gewitter,Burgenland Gewitter,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Verstößen,Verstößen,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Moos,Moos,LOC,0.00000000,0.00000000,de,1.00000000,4997783-0,3172526,P,46.83154000,11.16708000,EUROPE,Italy,WCE
Bio-Netzwerk,Bio-Netzwerk,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Wissenschaftlern,Wissenschaftlern,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Kühlschrank,Kühlschrank,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Junitag,Junitag,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Unterholz,Unterholz,LOC,0.00000000,0.00000000,de,1.00000000,,2819332,V,51.10000000,10.45000000,EUROPE,Germany,WCE
Pissos,Pissos,LOC,0.00000000,0.00000000,de,1.00000000,,2987011,P,44.30894000,-0.77859000,EUROPE-AFRICA,France,MED
Neubaustrecke Frankfurt-Mannheim,Neubaustrecke Frankfurt-Mannheim,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bahnstrecke“,Bahnstrecke“,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hessenforst,Hessenforst,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kaub,Kaub,LOC,0.00000000,0.00000000,de,1.00000000,4194073-8,8179970,T,-9.96055000,142.21056000,ASIA,Australia,SEA
"Kohlenstoffkreislaufmodellen sow… Agency
","Kohlenstoffkreislaufmodellen sow… Agency
",LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Landkreis Aschaffenburg,Landkreis Aschaffenburg,LOC,0.00000000,0.00000000,de,1.00000000,4003193-7,2955273,A,50.02639000,9.23167000,EUROPE,Germany,WCE
Kredit,Kredit,LOC,-1.00000000,0.00000000,de,1.00000000,,8073112,L,-6.96565000,111.43006000,ASIA,Indonesia,SEA
viadonau,viadonau,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Ernteeinbußen,Ernteeinbußen,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Europa w…,Europa w…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Rekordhitze,Rekordhitze,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Flammen-Alarm,Flammen-Alarm,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Afrikas,Afrikas,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
st…,st…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Monitorings,Monitorings,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Herz,Herz,LOC,-0.90000000,0.00000000,de,1.00000000,,2560047,L,31.17317000,-6.81937000,EUROPE-AFRICA,Morocco,MED
Stadt Frankfurt,Stadt Frankfurt,LOC,0.00000000,0.00000000,de,1.00000000,4018118-2,2925533,P,50.11552000,8.68417000,EUROPE,Germany,WCE
Bezirksregierung Münster,Bezirksregierung Münster,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Blutdruckmitteln,Blutdruckmitteln,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Wiener Währinger Straße,Wiener Währinger Straße,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Dürre an der Donau,Dürre an der Donau,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Stromnetze,Stromnetze,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Abkühlorte,Abkühlorte,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hitze-Kurzarbeitergeld,Hitze-Kurzarbeitergeld,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Weyer,Weyer,LOC,0.00000000,0.00000000,de,1.00000000,16022436-6,6047177,H,48.89611000,-73.73861000,NORTH-AMERICA,Canada,ENA
Bezirk Steyr-Land,Bezirk Steyr-Land,LOC,0.00000000,0.00000000,de,1.00000000,,2764357,A,47.90000000,14.46667000,EUROPE,Austria,WCE
Bad Goisern,Bad Goisern,LOC,0.00000000,0.00000000,de,1.00000000,1072554208,2782055,P,47.64252000,13.61609000,EUROPE,Austria,WCE
Bezirk Gmunden,Bezirk Gmunden,LOC,0.00000000,0.00000000,de,1.00000000,4021376-6,2778436,P,47.91839000,13.79933000,EUROPE,Austria,WCE
Landkreis Nordsachsen,Landkreis Nordsachsen,LOC,0.00000000,0.00000000,de,1.00000000,4104635-3,2856944,P,51.30001000,13.10984000,EUROPE,Germany,WCE
Nordsachsen,Nordsachsen,LOC,0.00000000,0.00000000,de,1.00000000,4104635-3,2856944,P,51.30001000,13.10984000,EUROPE,Germany,WCE
Juni-Tempera…,Juni-Tempera…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Teichen,Teichen,LOC,0.00000000,0.00000000,de,1.00000000,,2772994,T,47.46667000,14.80000000,EUROPE,Austria,WCE
Oberflächengewässern,Oberflächengewässern,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Altmarkkreis Salzwedel,Altmarkkreis Salzwedel,LOC,0.00000000,1.00000000,de,1.00000000,4379993-0,2842111,A,52.66670000,11.20000000,EUROPE,Germany,WCE
National Mall,National Mall,LOC,0.70000000,0.00000000,de,1.00000000,,9675441,L,38.88987000,-77.02278000,NORTH-AMERICA,United States,ENA
National Mall wurd…,National Mall wurd…,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Vöcklabruck,Vöcklabruck,LOC,0.00000000,1.00000000,de,1.00000000,4063671-9,2762342,A,48.00313000,13.65772000,EUROPE,Austria,WCE
Hitze ebbt,Hitze ebbt,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Pyrenäen,Pyrenäen,LOC,-1.00000000,0.00000000,de,1.00000000,4047911-0,6299377,S,43.38000000,-0.41861000,EUROPE-AFRICA,France,MED
Wandbrand,Wandbrand,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Stadtberg,Stadtberg,LOC,-1.00000000,0.00000000,de,1.00000000,,2829797,T,50.41634000,10.72222000,EUROPE,Germany,WCE
Etappenabsagen,Etappenabsagen,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Schnellcheck,Schnellcheck,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
S. Hübner,S. Hübner,LOC,0.00000000,0.00000000,de,1.00000000,,607311,H,78.37434000,21.78955000,ARCTIC,Svalbard and Jan Mayen,ARO
Pyrénées-Orie…,Pyrénées-Orie…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Artern,Artern,LOC,0.00000000,0.00000000,de,1.00000000,4300124-5,2955394,P,51.36431000,11.29167000,EUROPE,Germany,WCE
Salzkammergut-Klinikum,Salzkammergut-Klinikum,LOC,0.00000000,1.00000000,de,1.00000000,,12238202,S,47.70635000,13.62356000,EUROPE,Austria,WCE
Kyffhäuserkreis,Kyffhäuserkreis,LOC,0.00000000,0.00000000,de,1.00000000,4300124-5,2955394,P,51.36431000,11.29167000,EUROPE,Germany,WCE
Nordgriechenland,Nordgriechenland,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Normalwer,Normalwer,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sachsen …,Sachsen …,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Nest-Rand,Nest-Rand,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Tier-Notfälle,Tier-Notfälle,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Deutschlands Böden,Deutschlands Böden,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Goethe-Denkmal,Goethe-Denkmal,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Sainte-Marie-la-Mer,Sainte-Marie-la-Mer,LOC,0.00000000,0.00000000,de,1.00000000,1160063702,2980416,P,42.73333000,3.01667000,EUROPE-AFRICA,France,MED
Eisbach,Eisbach,LOC,0.35000000,0.50000000,de,1.00000000,,7873397,A,47.13377000,15.27246000,EUROPE,Austria,WCE
Dürreschäden,Dürreschäden,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Deutschlands Klima-Zukunft,Deutschlands Klima-Zukunft,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Wetteraussichten,Wetteraussichten,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hitze-Flucht,Hitze-Flucht,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
bel…,bel…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Emittent,Emittent,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Franzosen,Franzosen,LOC,0.00000000,0.00000000,de,1.00000000,,2925459,H,53.97908000,8.84757000,EUROPE,Germany,NEU
Landkreis Sigmaringen,Landkreis Sigmaringen,LOC,0.00000000,0.00000000,de,1.00000000,4054930-6,2832232,P,48.08829000,9.23033000,EUROPE,Germany,WCE
hohen Baumwipfeln,hohen Baumwipfeln,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Mariahilfer Straße,Mariahilfer Straße,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Pegel Hundersingen,Pegel Hundersingen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kunststoffbetrieb,Kunststoffbetrieb,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Rheinhessen,Rheinhessen,LOC,0.00000000,0.00000000,de,1.00000000,4049762-8,12076806,L,49.85488000,8.08504000,EUROPE,Germany,WCE
Klimageräten,Klimageräten,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Kontinents,Kontinents,LOC,0.66666667,0.33333333,de,1.00000000,,0,,,,,,
Kunststoffbetriebs,Kunststoffbetriebs,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Mikroklima-Wunder,Mikroklima-Wunder,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Potomac River,Potomac River,LOC,-1.00000000,0.00000000,de,1.00000000,4233436-6,4366037,H,37.93889000,-76.25278000,NORTH-AMERICA,United States,ENA
Nestern,Nestern,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Spannungsfeld,Spannungsfeld,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bundesverfassungsgericht,Bundesverfassungsgericht,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Aude,Aude,LOC,0.00000000,0.00000000,de,1.00000000,4459596-7,3036264,A,43.08333000,2.50000000,EUROPE-AFRICA,France,MED
Steiermark heute-Samstagsgespräch,Steiermark heute-Samstagsgespräch,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Varsovians walk onto the Swietokrzyski Bridge,Varsovians walk onto the Swietokrzyski Bridge,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Hotspot-Land Brandenburg,Hotspot-Land Brandenburg,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Masovian Voivodeship,Masovian Voivodeship,LOC,-0.70000000,0.00000000,de,1.00000000,4079048-4,756135,P,52.22977000,21.01178000,EUROPE,Poland,WCE
Klimaschmutzminister,Klimaschmutzminister,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Niedrigwasser am Rhein,Niedrigwasser am Rhein,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hérault,Hérault,LOC,0.00000000,0.00000000,de,1.00000000,4089205-0,3007669,L,43.66667000,3.16667000,EUROPE-AFRICA,France,MED
Départements,Départements,LOC,0.00000000,0.00000000,de,1.00000000,4022429-6,3598132,P,14.64072000,-90.51327000,CENTRAL-AMERICA,Guatemala,SCA
Atomkraftwerk Paks,Atomkraftwerk Paks,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Norditalien,Norditalien,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Donn…,Donn…,LOC,-0.35000000,0.50000000,de,1.00000000,,0,,,,,,
Samstagmorgen,Samstagmorgen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Dauerproblem,Dauerproblem,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Wiener Neudorf,Wiener Neudorf,LOC,-0.70000000,0.00000000,de,1.00000000,4491454-4,2761354,P,48.08278000,16.31384000,EUROPE,Austria,WCE
Bezirk Mödling,Bezirk Mödling,LOC,-0.70000000,0.00000000,de,1.00000000,4039880-8,2771335,P,48.08605000,16.28921000,EUROPE,Austria,WCE
Abhilfe</li><li,Abhilfe</li><li,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Homeoffice,Homeoffice,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Möhnesee,Möhnesee,LOC,-1.00000000,0.00000000,de,1.00000000,4039884-5,3207377,P,51.50000000,8.13333000,EUROPE,Germany,WCE
Hitzekeule,Hitzekeule,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Landkre…,Landkre…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
